48.376000,-123.603000
50.405000,-125.345000
50.376000,-125.391000
50.184000,-125.753000
49.289000,-124.804000
49.039000,-121.054000
49.742000,-124.010000
49.760000,-123.983000
49.760000,-124.260000
49.847000,-124.144000
50.213000,-125.549000
49.289000,-122.483000
49.789000,-124.394000
49.818000,-125.144000
49.260000,-124.099000
48.492000,-123.483000
49.318000,-124.983000
49.260000,-124.804000
49.260000,-124.849000
48.789000,-123.733000
48.760000,-123.810000
48.713000,-123.310000
48.434000,-123.516000
49.126000,-123.983000
50.539000,-125.503000
49.597000,-123.849000
48.760000,-123.396000
48.760000,-123.646000
48.876000,-123.560000
48.789000,-123.733000
48.655000,-123.646000
48.597000,-123.516000
49.492000,-123.938000
49.184000,-123.983000
48.963000,-123.810000
48.713000,-123.560000
49.289000,-124.760000
49.347000,-124.438000
50.568000,-126.345000
49.068000,-121.760000
50.318000,-122.732000
49.492000,-123.804000
48.684000,-123.733000
48.463000,-123.560000
48.463000,-123.483000
48.405000,-123.483000
49.126000,-124.804000
49.039000,-123.849000
49.260000,-124.099000
49.184000,-123.849000
49.684000,-124.938000
50.010000,-123.141000
49.963000,-123.144000
50.010000,-123.141000
50.260000,-122.845000
50.039000,-124.049000
49.289000,-124.260000
50.318000,-122.753000
50.597000,-126.345000
50.539000,-126.982000
49.318000,-124.804000
48.434000,-123.516000
48.568000,-123.440000
49.463000,-121.438000
49.492000,-123.760000
50.213000,-126.595000
48.376000,-123.516000
48.463000,-124.190000
48.405000,-123.516000
49.260000,-124.760000
50.260000,-124.753000
49.347000,-124.438000
49.463000,-125.099000
49.463000,-125.099000
49.463000,-125.144000
49.434000,-125.054000
49.492000,-125.099000
49.684000,-125.010000
48.760000,-123.690000
48.405000,-123.516000
48.376000,-123.646000
48.492000,-123.603000
48.818000,-123.733000
49.039000,-122.010000
50.260000,-125.982000
49.434000,-125.099000
49.434000,-125.099000
48.434000,-123.483000
48.684000,-123.560000
48.789000,-123.810000
50.318000,-122.799000
50.434000,-122.687000
48.434000,-123.516000
49.818000,-121.438000
49.992000,-124.510000
50.126000,-126.549000
49.626000,-124.938000
49.626000,-124.938000
48.992000,-123.853000
48.818000,-123.603000
50.097000,-122.982000
49.992000,-123.144000
50.039000,-123.141000
50.068000,-123.049000
49.213000,-122.438000
50.318000,-126.891000
48.510000,-123.560000
48.463000,-123.483000
48.376000,-123.646000
48.434000,-123.516000
48.463000,-123.516000
48.463000,-123.483000
50.039000,-123.095000
50.068000,-123.049000
48.539000,-123.440000
48.684000,-123.440000
48.742000,-123.603000
48.818000,-123.646000
48.463000,-123.483000
49.597000,-123.188000
49.405000,-121.760000
50.039000,-121.641000
50.010000,-121.595000
50.626000,-126.232000
50.213000,-126.799000
49.597000,-125.054000
49.039000,-122.010000
49.568000,-125.233000
48.568000,-124.310000
48.818000,-124.060000
48.818000,-124.060000
49.347000,-121.554000
49.789000,-123.144000
50.184000,-125.753000
49.847000,-125.394000
49.742000,-124.894000
49.010000,-123.849000
49.097000,-123.983000
49.068000,-123.983000
49.242000,-124.099000
48.992000,-123.690000
48.742000,-123.560000
48.492000,-123.733000
48.434000,-123.516000
48.405000,-123.940000
50.068000,-125.437000
49.742000,-122.099000
49.463000,-121.938000
49.463000,-121.938000
49.992000,-125.483000
48.405000,-123.516000
48.405000,-123.483000
48.405000,-123.516000
48.510000,-123.516000
48.376000,-123.690000
49.847000,-121.438000
48.818000,-123.310000
49.992000,-121.510000
49.789000,-124.483000
50.184000,-122.891000
48.492000,-123.483000
49.260000,-121.688000
49.260000,-121.688000
55.155000,-127.376000
55.347000,-127.678000
54.742000,-127.278000
55.318000,-127.678000
55.039000,-127.325000
55.126000,-127.376000
55.260000,-127.678000
54.789000,-127.028000
55.260000,-127.678000
53.963000,-126.182000
55.434000,-126.678000
54.510000,-126.329000
54.347000,-126.829000
53.847000,-125.783000
54.510000,-126.278000
54.626000,-127.129000
53.818000,-128.533000
53.992000,-125.731000
55.068000,-127.825000
55.347000,-127.730000
54.684000,-127.079000
54.155000,-127.379000
53.760000,-125.731000
53.876000,-125.533000
52.434000,-126.289000
58.434000,-130.062000
59.318000,-132.172000
59.318000,-133.228000
59.568000,-133.502000
59.626000,-133.365000
52.376000,-126.789000
55.963000,-129.980000
54.510000,-126.278000
54.847000,-127.129000
54.539000,-128.629000
52.376000,-126.433000
54.818000,-127.231000
54.760000,-134.329000
54.713000,-126.278000
54.260000,-126.528000
54.510000,-126.379000
55.213000,-127.825000
55.010000,-127.678000
55.742000,-127.730000
53.568000,-132.182000
55.318000,-127.575000
52.405000,-126.740000
54.789000,-127.180000
54.742000,-126.977000
55.347000,-126.626000
54.347000,-125.579000
55.347000,-127.730000
56.905000,-122.017000
53.760000,-121.033000
53.539000,-120.632000
53.289000,-120.182000
53.905000,-122.783000
55.655000,-121.678000
58.789000,-122.729000
53.010000,-119.533000
49.463000,-121.938000
49.463000,-121.938000
49.242000,-124.099000
48.463000,-123.516000
48.434000,-123.483000
48.492000,-123.733000
48.789000,-123.940000
49.376000,-123.349000
49.376000,-123.349000
50.539000,-127.845000
50.963000,-126.937000
49.818000,-124.438000
49.347000,-121.483000
49.097000,-121.938000
50.626000,-126.482000
49.184000,-124.849000
50.539000,-126.982000
49.847000,-125.644000
49.626000,-125.099000
48.760000,-123.733000
48.434000,-123.483000
49.434000,-121.438000
50.376000,-125.253000
50.126000,-125.732000
50.242000,-125.549000
49.626000,-125.010000
49.010000,-123.983000
49.684000,-124.438000
49.539000,-124.760000
49.539000,-124.760000
48.818000,-124.146000
48.539000,-123.560000
49.510000,-124.644000
49.376000,-121.438000
49.684000,-124.894000
49.184000,-122.733000
50.155000,-125.753000
48.847000,-123.440000
50.213000,-126.595000
49.510000,-121.760000
50.126000,-125.003000
49.184000,-123.983000
48.434000,-123.516000
48.818000,-124.060000
49.847000,-125.554000
49.434000,-123.733000
49.992000,-125.483000
48.760000,-123.690000
50.213000,-126.595000
50.213000,-126.595000
50.213000,-126.595000
50.213000,-126.799000
49.626000,-125.010000
49.847000,-121.438000
50.097000,-122.982000
48.510000,-123.483000
50.242000,-125.437000
50.242000,-125.437000
50.347000,-125.391000
49.568000,-123.188000
49.097000,-123.894000
48.434000,-123.353000
48.847000,-123.483000
49.713000,-122.260000
48.818000,-123.483000
49.405000,-122.894000
48.818000,-123.310000
48.876000,-123.483000
50.626000,-126.549000
49.568000,-124.304000
49.818000,-124.483000
49.963000,-125.188000
50.318000,-124.799000
49.289000,-124.983000
49.289000,-124.349000
50.318000,-122.753000
50.568000,-126.687000
49.068000,-124.260000
49.760000,-121.438000
49.847000,-121.438000
49.289000,-121.394000
48.934000,-123.603000
50.260000,-122.891000
49.568000,-124.849000
49.184000,-123.983000
49.934000,-125.510000
48.684000,-123.603000
49.260000,-122.233000
49.289000,-124.849000
48.742000,-123.353000
48.760000,-123.766000
49.847000,-121.438000
49.068000,-123.983000
49.347000,-121.849000
48.655000,-123.483000
50.155000,-122.437000
50.010000,-122.482000
48.434000,-123.483000
49.184000,-122.144000
49.318000,-124.894000
48.963000,-123.810000
49.463000,-125.099000
49.463000,-125.349000
49.492000,-125.233000
49.492000,-125.233000
49.126000,-123.983000
49.405000,-122.304000
50.655000,-127.549000
49.992000,-125.483000
49.963000,-125.233000
48.434000,-123.516000
49.992000,-124.599000
49.126000,-123.983000
48.597000,-124.233000
48.347000,-123.810000
49.713000,-124.894000
50.539000,-126.391000
49.242000,-124.099000
49.992000,-124.688000
49.347000,-124.760000
49.318000,-124.894000
49.847000,-121.438000
50.213000,-126.482000
49.155000,-124.760000
48.876000,-123.853000
48.789000,-123.810000
48.760000,-123.690000
48.789000,-123.690000
49.376000,-123.349000
50.260000,-125.845000
49.963000,-125.438000
49.963000,-125.483000
49.492000,-121.233000
48.818000,-123.983000
49.847000,-121.438000
49.347000,-121.599000
49.847000,-121.438000
49.818000,-121.438000
49.655000,-124.483000
50.184000,-126.437000
48.742000,-123.733000
49.242000,-121.983000
49.260000,-124.849000
50.289000,-122.845000
49.742000,-121.438000
49.847000,-124.510000
50.068000,-125.687000
50.068000,-125.595000
53.289000,-120.182000
58.847000,-125.229000
55.376000,-120.126000
56.568000,-120.980000
56.568000,-120.980000
53.876000,-122.533000
55.655000,-120.980000
54.463000,-124.278000
56.568000,-120.927000
55.934000,-121.376000
55.876000,-121.428000
55.539000,-120.876000
54.568000,-125.079000
54.126000,-123.028000
53.789000,-123.731000
59.876000,-131.922000
56.492000,-121.124000
